측정 연도,측정 월,측정 일자,정점명,위도,경도,날씨,수심,수층,투명도,수질평가지수(WQI)등급,수온,염분,수소이온농도,용존산소량,화학적산소요구량,암모니아성질소,아질산성질소,질산성질소,용존무기질소,총질소,용존무기인,총인,규산규소,부유물질,클로로필에이
2014,11,2014-11-19,한림1,33.376111,126.185,맑음,22,저층,10,1,19.12,33.86,8.1,7.14,1.27,3.3,5.3,65.7,74.3,203,7.3,14.2,241,10.6,0.18
2014,11,2014-11-19,한림2,33.463056,126.274444,맑음,33,저층,8,2,19.25,33.71,8.13,8.08,1.12,2.4,6.4,65.8,74.6,122.7,7.9,9.3,264.4,7.4,0.41
2014,11,2014-11-19,한림3,33.294444,126.16,맑음,46,저층,13,1,18.56,33.89,8.1,7.11,0.75,4.9,3.9,75.4,84.2,239.4,7.9,14.1,262.1,8,0.43
2014,08,2014-08-13,대정1,33.2025,126.251667,구름조금,19,표층,6.5,2,22.96,33.1,8.21,7.37,1.3,6.9,0.4,31.4,38.6,150.4,3.4,7.1,227.3,6,0.83
2014,08,2014-08-13,대정2,33.22,126.3275,구름조금,28,표층,11,1,24.04,32.9,8.23,7.52,0.83,7.6,0.8,8.5,16.9,132.4,2.4,5,194.8,6.8,0.76
2014,08,2014-08-13,대정3,33.237778,126.202778,맑음,28,표층,12,1,23.86,33.2,8.22,7.84,1.23,1.6,0.9,13.4,15.9,162.7,2.5,5.7,177.5,7.2,0.59
2014,08,2014-08-13,서귀포1,33.2625,126.661111,구름조금,30,표층,16,1,23.74,32.43,8.22,9.99,0.58,27.5,0.5,56.7,84.6,134.2,3,6.3,356,3,1.04
2014,08,2014-08-13,서귀포2,33.229444,126.4125,구름조금,23,표층,11,1,24.78,32.82,8.23,7.57,0.58,10.4,0.6,1.8,12.8,131.2,2.4,4.4,201.3,5,0.45
2014,08,2014-08-13,서귀포3,33.229444,126.566944,구름조금,50,표층,16,1,23.28,32.74,8.21,7.47,0.56,2.7,0.3,17.6,20.6,147.8,2.3,4.2,256.8,8.2,0.99
2014,08,2014-08-13,성산포1,33.48,126.938611,구름조금,15,표층,9,2,22.28,32.58,8.22,7.72,0.85,2.4,0.7,6.9,10,240.2,2.5,8.9,258.1,8,2.26
2014,08,2014-08-13,성산포2,33.411389,126.938611,구름조금,49,표층,14,3,22.41,32.52,8.21,8.32,0.78,2.2,1,13.3,16.5,250.9,2.4,7.3,264.3,5.2,1.45
2014,08,2014-08-13,제주1,33.526944,126.532778,맑음,14,표층,8,1,21.18,32.93,8.18,7.34,0.54,10.8,1.6,75,87.4,214.3,4.1,6.8,370.4,6.6,0.52
2014,08,2014-08-13,제주2,33.500556,126.427778,맑음,27,표층,9,2,21.47,32.95,8.18,7.37,0.8,2.7,1.1,61.5,65.4,207.4,3.2,7.7,291.2,7.8,1.86
2014,08,2014-08-13,제주3,33.533889,126.568333,맑음,21,표층,13,1,22.24,32.84,8.2,7.25,0.33,1.8,0.6,32,34.4,276,3.3,8.3,268.1,10.2,0.98
2014,08,2014-08-13,조천1,33.5375,126.855556,맑음,17,표층,7,2,21.84,32.73,8.18,7.49,0.9,7.6,1.1,53.2,61.9,291.6,4.3,9,322.1,11,0.93
2014,08,2014-08-13,조천2,33.573889,126.732778,맑음,44,표층,9,2,22.63,32.59,8.2,7.47,0.45,1.6,0.1,19.8,21.6,179.9,2.9,4.9,264.8,7.6,0.06
2014,08,2014-08-13,조천3,33.560556,126.666389,맑음,29,표층,9,1,21.01,32.91,8.18,8.71,0.54,9.5,0.9,45.7,56.1,257,4.5,6.5,286.5,9.8,0.52
2014,08,2014-08-13,표선1,33.280833,126.7675,구름조금,42,표층,17,1,23.64,32.39,8.21,8.09,0.98,26.2,0.7,48.1,75,95.7,3,7.9,374.2,13.6,0.99
2014,08,2014-08-13,표선2,33.325556,126.865556,구름조금,34,표층,19,1,22.72,32.47,8.21,7.96,0.75,22.3,0.3,17.8,40.4,166.9,3,10.6,286.8,9,0.58
2014,08,2014-08-13,한림1,33.376111,126.185,맑음,22,표층,11,1,22.74,32.86,8.2,7.51,1.38,16,0,29.5,45.6,211,2.4,7.3,250,8.4,0.68
2014,08,2014-08-13,한림2,33.463056,126.274444,맑음,33,표층,11,1,23.62,32.49,8.23,7.67,0.78,56.9,0.6,7.3,64.8,177.7,2.5,3.7,249.3,5.6,0.58
2014,08,2014-08-13,한림3,33.294444,126.16,맑음,47,표층,12,2,24.38,33.4,8.21,7.4,1.07,2.5,0.7,6.8,9.9,173.8,2.2,3.7,134.7,6.6,0.51
2014,08,2014-08-13,대정1,33.2025,126.251667,구름조금,19,저층,6.5,2,22.36,33.22,8.19,7.3,0.75,3.5,0.5,41.6,45.7,177.7,4.4,8.7,237.4,8,0.05
2014,08,2014-08-13,대정2,33.22,126.3275,구름조금,28,저층,11,1,22.97,32.97,8.21,7.46,1.2,1.6,0.5,25.8,27.9,172.8,3.1,6.4,228.8,15,0.52
2014,08,2014-08-13,대정3,33.237778,126.202778,맑음,28,저층,12,1,23.07,33.27,8.19,7.19,1.09,1.9,0.3,28.3,30.5,143.7,3,5.3,207.8,7.8,0.63
2014,08,2014-08-13,서귀포1,33.2625,126.661111,구름조금,30,저층,16,1,22.64,32.76,8.2,7.82,0.77,5.3,0.9,26,32.2,106.7,2.7,4.5,272.4,9,0.52
2014,08,2014-08-13,서귀포2,33.229444,126.4125,구름조금,23,저층,11,1,23.25,32.81,8.22,7.81,0.64,1.9,0.6,24.6,27.1,145.3,2.9,4.9,245.4,7.4,0.45
2014,08,2014-08-13,서귀포3,33.229444,126.566944,구름조금,50,저층,16,1,21.21,32.96,8.14,7.06,0.49,0.9,2.5,102.3,105.7,178.7,8.7,9.9,336.7,10.6,0.06
2014,08,2014-08-13,성산포1,33.48,126.938611,구름조금,15,저층,9,2,21.86,32.65,8.2,7.37,0.84,1.9,0.4,26.9,29.3,259.3,2.7,6.4,275.5,7.4,1.91
2014,08,2014-08-13,성산포2,33.411389,126.938611,구름조금,49,저층,14,3,16.27,33.77,8.14,6.29,0.92,1.6,4.1,108.6,114.3,347.3,9.3,13.7,340.8,5.8,0.45
2014,08,2014-08-13,제주1,33.526944,126.532778,맑음,14,저층,8,1,19.84,33.24,8.17,6.96,0.35,4.7,1.7,74.3,80.7,252.9,5.6,11,304.6,10.6,0.12
2014,08,2014-08-13,제주2,33.500556,126.427778,맑음,27,저층,9,2,20.29,33.22,8.18,6.73,1.12,1.4,1.4,72.5,75.2,196.6,5.8,8.6,289.7,5.8,0.62
2014,08,2014-08-13,제주3,33.533889,126.568333,맑음,21,저층,13,1,19.73,33.24,8.17,7.06,0.66,1.4,1.7,81,84.1,227.5,5.7,9.4,297.8,10.8,0.06
2014,08,2014-08-13,조천1,33.5375,126.855556,맑음,17,저층,7,2,20.77,32.88,8.19,7.6,1.03,4.8,1.2,53.9,59.9,271.8,4.8,10.3,302.5,14,0.52
2014,08,2014-08-13,조천2,33.573889,126.732778,맑음,44,저층,9,2,18.97,33.24,8.16,6.75,1.14,1.9,1.7,90.3,93.9,268.4,8.7,12.5,314,10.6,0.06
2014,08,2014-08-13,조천3,33.560556,126.666389,맑음,29,저층,9,1,18.23,33.44,8.14,6.95,0.49,1.7,1.8,99.7,103.3,326.1,8.9,15,317.6,10,0.32
2014,08,2014-08-13,표선1,33.280833,126.7675,구름조금,42,저층,17,1,17.39,33.44,8.14,7.26,0.84,2.6,3.7,104,110.3,114.2,9.4,10.4,316.9,9.1,0.54
2014,08,2014-08-13,표선2,33.325556,126.865556,구름조금,34,저층,19,1,19.06,33.13,8.15,7.01,0.49,5.9,3.9,76.9,86.7,165.2,8.6,9.5,304.5,11.6,0.06
2014,08,2014-08-13,한림1,33.376111,126.185,맑음,22,저층,11,1,20.57,33.43,8.17,6.83,1.3,2.8,1,68.9,72.7,238.4,6,9.1,267,4.2,0.65
2014,08,2014-08-13,한림2,33.463056,126.274444,맑음,33,저층,11,1,21.01,33.24,8.17,6.83,0.61,1.8,1,58.1,60.9,197.1,4.3,7.3,289.5,9.2,0.06
2014,08,2014-08-13,한림3,33.294444,126.16,맑음,47,저층,12,2,18.39,33.85,8.13,6.43,1.06,1.6,1.5,121.3,124.5,296.7,11.6,14.7,326.7,11.6,0.4
2014,05,2014-05-29,대정1,33.2025,126.251667,맑음,18,표층,8.5,1,17.09,34.3,8.16,7.74,0.24,25.6,1.3,21.3,48.3,247.3,5.6,16.6,196.4,6.8,0.64
2014,05,2014-05-29,대정2,33.22,126.3275,맑음,29,표층,7,2,17.83,34.31,8.15,7.79,0.21,10.4,0.4,12.5,23.2,220.4,3.5,11.7,194.2,6.3,0.64
2014,05,2014-05-29,대정3,33.237778,126.202778,맑음,28,표층,7.5,1,16.8,34.31,8.15,7.74,0.21,7.1,3.3,40.7,51.1,237.4,7.3,13.5,222.3,11.1,0.48
2014,05,2014-05-29,서귀포1,33.2625,126.661111,맑음,30,표층,7,2,17.66,34.22,8.17,8.44,0.67,9,1.6,20.8,31.3,170.5,5.2,9.1,222.2,5.5,1.76
2014,05,2014-05-29,서귀포2,33.229444,126.4125,맑음,25,표층,8,1,17.08,34.42,8.15,7.68,1.27,36.4,2.9,42.8,82.1,765.7,7.1,15.3,259.6,25.3,0.95
2014,05,2014-05-29,서귀포3,33.229444,126.566944,맑음,53,표층,8,1,17.34,34.35,8.15,7.77,0.8,8.8,1,21.2,31,250.8,5.5,18.6,224.7,5.3,1.29
2014,05,2014-05-29,성산포1,33.48,126.938611,맑음,16,표층,8,1,17.81,34.06,8.18,8.22,0.23,5,0.7,3.9,9.5,174.4,4.7,8.1,180.3,6.2,1.62
2014,05,2014-05-29,성산포2,33.411389,126.938611,맑음,50,표층,8.5,1,18.2,34.03,8.2,8.53,0.46,16,0.5,3.6,20.1,185.7,3.8,7.5,145.6,4.6,0.33
2014,05,2014-05-29,제주1,33.526944,126.532778,맑음,15,표층,10,1,18.59,33.8,8.18,8.48,0.86,14.7,2.1,16.1,32.8,225.6,5.7,15.8,206.6,5.7,0.07
2014,05,2014-05-29,제주2,33.500556,126.427778,맑음,25,표층,10,1,19.58,34.14,8.19,8.23,0.83,13.2,0.9,8.5,22.5,150.2,4.6,10.5,182.8,4.4,0.17
2014,05,2014-05-29,제주3,33.533889,126.568333,맑음,20,표층,10,1,19.1,34.11,8.2,8.6,0.7,9.2,0.7,7,16.9,181,4.4,10.9,170.3,4.9,0.04
2014,05,2014-05-29,조천1,33.5375,126.855556,맑음,14,표층,9,1,18.59,33.8,8.18,8.13,0.65,7.3,2.6,6.7,16.6,173.3,9.2,9.4,199.2,9,0.52
2014,05,2014-05-29,조천2,33.573889,126.732778,맑음,44,표층,7.5,1,18.73,33.89,8.18,8.74,0.49,12,0.8,7.2,20,183,4.4,7.5,174.5,6.2,0.19
2014,05,2014-05-29,조천3,33.560556,126.666389,맑음,28,표층,7.5,1,18.46,34,8.18,8.6,0.86,19,1.4,13.1,33.6,142.5,4.9,6.4,185.7,8.8,0.17
2014,05,2014-05-29,표선1,33.280833,126.7675,맑음,45,표층,7.5,2,17.66,34.34,8.17,8.92,0.8,20.2,0.7,5.2,26.1,145.2,4,12.6,230.3,4.3,2.4
2014,05,2014-05-29,표선2,33.325556,126.865556,맑음,33,표층,8,1,18.06,34.2,8.2,8.37,0.64,9.2,3,23.1,35.3,169,6.1,10.7,227.1,5,0.64
2014,05,2014-05-29,한림1,33.376111,126.185,맑음,24,표층,7,2,18.58,34.33,8.17,8.33,0.44,8,1.8,24.4,34.2,212.3,5.9,11,199.2,6.5,0.33
2014,05,2014-05-29,한림2,33.463056,126.274444,맑음,34,표층,9,1,18.82,34.29,8.19,8,0.72,32.8,0.7,14.4,47.9,210,4.5,9.4,196.8,4.2,0.64
2014,05,2014-05-29,한림3,33.294444,126.16,맑음,45,표층,10,1,16.71,34.31,8.14,8.2,0.65,3.5,3.7,46.7,53.9,188.6,10.4,10.7,228.8,6.3,0.17
2014,05,2014-05-29,대정1,33.2025,126.251667,맑음,18,저층,8.5,1,17.08,34.3,8.16,7.72,0.29,2.6,2.7,34.6,40,230.6,5.7,13.7,221.5,12.6,0.65
2014,05,2014-05-29,대정2,33.22,126.3275,맑음,29,저층,7,2,16.58,34.35,8.14,7.6,0.28,7.8,4,29.5,41.4,186,4.7,10.6,222.7,9.7,0.5
2014,05,2014-05-29,대정3,33.237778,126.202778,맑음,28,저층,7.5,1,16.81,34.31,8.15,7.79,0.41,4.6,3.3,41.4,49.4,234.9,6.6,13,227.6,13.7,0.19
2014,05,2014-05-29,서귀포1,33.2625,126.661111,맑음,30,저층,7,2,17.08,34.43,8.11,7.85,0.55,16.5,4.4,24.8,45.7,159.2,7.1,8.4,224.4,6.5,0.81
2014,05,2014-05-29,서귀포2,33.229444,126.4125,맑음,25,저층,8,1,16.92,34.36,8.14,7.5,0.96,17.5,3.1,42.3,62.9,320.7,8,42,260.2,28.8,0.81
2014,05,2014-05-29,서귀포3,33.229444,126.566944,맑음,53,저층,8,1,16.25,34.44,7.95,7.66,0.52,1.5,2.2,58.1,61.8,249.7,8.8,17.7,282.5,5.2,0.02
2014,05,2014-05-29,성산포1,33.48,126.938611,맑음,16,저층,8,1,17.13,34.24,8.15,8.17,0.44,17.7,2.7,25.6,46,189.6,5.4,8.5,202.7,4.9,0.98
2014,05,2014-05-29,성산포2,33.411389,126.938611,맑음,50,저층,8.5,1,17.08,34.26,8.17,7.98,0.31,10.3,1.7,19.5,31.5,207.5,5.6,9.1,208.4,6.2,0.99
2014,05,2014-05-29,제주1,33.526944,126.532778,맑음,15,저층,10,1,18.24,33.88,8.19,8.33,0.8,17.4,2.4,14.7,34.4,208.2,5.6,13.9,188.1,5.8,0.15
2014,05,2014-05-29,제주2,33.500556,126.427778,맑음,25,저층,10,1,18.48,34.16,8.12,8.32,1.06,15.2,1.3,11,27.4,197.6,4.7,12.1,195.6,3.7,0.11
2014,05,2014-05-29,제주3,33.533889,126.568333,맑음,20,저층,10,1,18.52,34.13,8.19,8.63,2.15,8,1.6,10.5,20.1,186,4.9,10.3,189.5,6.4,0.02
2014,05,2014-05-29,조천1,33.5375,126.855556,맑음,14,저층,9,1,18.24,33.88,8.18,8.2,0.65,28.5,0.9,7.6,37,174.3,4.2,9.8,170.1,6,0.83
2014,05,2014-05-29,조천2,33.573889,126.732778,맑음,44,저층,7.5,1,17.41,34.11,8.17,8.63,1.16,6,2.4,21.8,30.1,193.3,5.3,9.1,199.6,6,0.02
2014,05,2014-05-29,조천3,33.560556,126.666389,맑음,28,저층,7.5,1,17.66,34.16,8.17,8.57,0.99,9.1,2.8,17.4,29.2,218.3,5.4,9.3,200.2,15.9,0.06
2014,05,2014-05-29,표선1,33.280833,126.7675,맑음,45,저층,7.5,2,17.22,34.4,8.15,7.74,0.44,21.8,2.4,19.1,43.3,195.1,5,14,203.4,6,0.96
2014,05,2014-05-29,표선2,33.325556,126.865556,맑음,33,저층,8,1,17.36,34.28,8.04,8.3,0.23,8.9,0.5,4.9,14.4,191.2,3.9,11.2,167.9,6.2,0.64
2014,05,2014-05-29,한림1,33.376111,126.185,맑음,24,저층,7,2,16.75,34.29,8.14,7.9,0.72,7.3,3.4,39.7,50.4,210.7,7.8,11.1,225.4,5.6,0.17
2014,05,2014-05-29,한림2,33.463056,126.274444,맑음,34,저층,9,1,16.99,34.28,8.15,7.81,0.42,37.5,3.6,33.9,75.1,227.6,6.5,11.8,228.1,5.9,0.06
2014,05,2014-05-29,한림3,33.294444,126.16,맑음,45,저층,10,1,16.71,34.31,8.14,7.75,0.47,6.5,2.9,47.7,57,235.7,8.8,12.3,233.6,10.1,0.04
2014,02,2014-02-06,대정1,33.2025,126.251667,구름조금,20,표층,7.5,1,14.76,34.41,8.11,8.58,0.45,2.5,2.6,74.4,79.5,207.1,11.7,14.8,241.4,19.2,0.44
2014,02,2014-02-06,대정2,33.22,126.3275,구름조금,28,표층,8.7,1,15.24,34.41,8.02,8.64,0.39,1.6,2.5,71.1,75.1,203.1,10.9,17.5,253.9,40.7,1.1
2014,02,2014-02-06,대정3,33.237778,126.202778,구름조금,28,표층,7.5,1,14.95,34.39,8.1,8.56,0.45,1.1,1.9,77.5,80.6,235.6,11.7,17.4,247.9,54.6,0.23
2014,02,2014-02-06,서귀포1,33.2625,126.661111,구름조금,15,표층,7.5,1,14.96,34.23,8.05,8.52,0.23,3.2,1.1,37.5,41.8,249.6,11,14.1,248.9,6.7,0.44
2014,02,2014-02-06,서귀포2,33.229444,126.4125,구름조금,23,표층,7.5,1,15.24,34.41,8.18,8.83,0.54,2.8,1.4,35.3,39.5,149.2,10.6,11.2,226,6.9,0.44
2014,02,2014-02-06,서귀포3,33.229444,126.566944,구름조금,35,표층,7,2,15.25,34.28,8.09,8.72,0.36,2.3,2.7,69.1,74,218.6,10.9,12.9,243,21.4,0.44
2014,02,2014-02-06,표선1,33.280833,126.7675,구름조금,11,표층,7,2,14.99,34.19,8.07,8.5,0.47,4.9,1.5,43.5,49.9,236.9,12.8,15.1,301,13.7,0.2
2014,02,2014-02-06,표선2,33.325556,126.865556,구름조금,28,표층,8.5,1,14.7,34.36,7.94,8.59,0.36,2.6,1.8,38.9,43.2,259.5,11.9,14.8,263.1,7.6,0.44
2014,02,2014-02-06,한림1,33.376111,126.185,구름조금,25,표층,6.5,2,14.6,34.43,8.21,8.71,1.14,3.3,2.1,78.2,83.6,158.5,11.9,12.8,248.7,22.4,0.23
2014,02,2014-02-06,한림2,33.463056,126.274444,구름조금,32,표층,7.5,1,14.29,34.43,8.16,8.82,0.31,1.6,2.5,83.8,87.9,212.8,12.4,15.8,250.3,38,0.21
2014,02,2014-02-06,한림3,33.294444,126.16,구름조금,15,표층,6.5,2,14.68,34.39,8.2,8.64,0.37,3.2,2.2,87.6,93,285.2,13.4,19,256.8,32.6,0.23
2014,02,2014-02-06,대정1,33.2025,126.251667,구름조금,20,저층,7.5,1,14.89,34.42,8.13,8.64,0.65,1.1,2.5,73.1,76.6,214.2,12.3,18.3,247.4,27,0.61
2014,02,2014-02-06,대정2,33.22,126.3275,구름조금,28,저층,8.7,1,15.24,34.41,8.18,8.59,0.36,3.9,2.4,76.1,82.5,228.3,11,18,257.3,45.1,0.46
2014,02,2014-02-06,대정3,33.237778,126.202778,구름조금,28,저층,7.5,1,14.95,34.39,8.19,8.61,0.39,3.5,1.8,79.2,84.5,278.7,11.8,21.4,249.1,54.9,0.44
2014,02,2014-02-06,서귀포1,33.2625,126.661111,구름조금,15,저층,7.5,1,15.18,34.32,8.11,8.7,0.41,1.7,0.9,34.2,36.8,171.4,10.6,11.4,227.9,9.6,0.23
2014,02,2014-02-06,서귀포2,33.229444,126.4125,구름조금,23,저층,7.5,1,15.24,34.41,8.21,8.56,0.32,3,1.2,35.2,39.4,200.7,11.3,13.8,239.4,9.9,0.64
2014,02,2014-02-06,서귀포3,33.229444,126.566944,구름조금,35,저층,7,2,15.37,34.32,8.13,8.71,0.6,1.2,2.2,69.9,73.3,217.6,11,14.1,244,25.2,0.44
2014,02,2014-02-06,표선1,33.280833,126.7675,구름조금,11,저층,7,2,15.08,34.22,8.11,8.47,0.13,4.2,1.4,39.4,45,246.3,12,14.7,276.8,13.3,0.23
2014,02,2014-02-06,표선2,33.325556,126.865556,구름조금,28,저층,8.5,1,14.26,34.4,8.22,8.66,0.21,0.3,2,41.6,43.9,225.8,12.5,15.2,276,29.3,0.64
2014,02,2014-02-06,한림1,33.376111,126.185,구름조금,25,저층,6.5,2,14.45,34.43,8.14,8.81,0.29,2.6,2.1,79.9,84.6,268.2,12.3,19.1,246.8,24.4,0.44
2014,02,2014-02-06,한림2,33.463056,126.274444,구름조금,32,저층,7.5,1,14.29,34.43,8.19,8.46,0.41,0.7,3.4,80.5,84.6,217.2,12.6,16.6,250.4,39.8,0.64
2014,02,2014-02-06,한림3,33.294444,126.16,구름조금,15,저층,6.5,2,14.58,34.39,8.15,8.69,0.41,2.5,2,78.4,82.9,218.1,12.1,15.4,248.9,34.3,0.41
2014,02,2014-02-05,성산포1,33.48,126.938611,구름조금,23,표층,8.8,1,15.18,34.43,8.19,8.15,0.52,1.5,1.8,37.4,40.7,246.5,12,16.3,243.6,8,0.2
2014,02,2014-02-05,성산포2,33.411389,126.938611,구름조금,40,표층,8.3,1,15.19,34.42,8.09,8.5,0.36,3.5,1.6,44.4,49.5,290.4,11.1,16,258.4,20.5,0.44
2014,02,2014-02-05,제주1,33.526944,126.532778,구름조금,12,표층,6.5,2,14.02,34.18,8.22,8.6,0.5,3.9,1.9,53.9,59.7,250.2,14.5,17.7,337.1,51.8,0.44
2014,02,2014-02-05,제주2,33.500556,126.427778,구름조금,26,표층,7.5,1,14.81,34.42,8.23,8.13,0.8,2.4,2.1,42.8,47.3,194.9,12.5,16.7,247.8,80.7,0.64
2014,02,2014-02-05,제주3,33.533889,126.568333,구름조금,19,표층,6.2,2,14.78,34.43,8.23,8.28,0.47,2,2.7,40.8,45.6,176,12.3,15,253.9,20.4,0.46
2014,02,2014-02-05,조천1,33.5375,126.855556,구름조금,15,표층,8.3,1,14.28,34.44,8.2,8.29,0.29,1.6,2.4,42.2,46.2,253.4,12.9,17.3,267.6,27.7,0.23
2014,02,2014-02-05,조천2,33.573889,126.732778,구름조금,44,표층,5.8,2,14.16,34.44,8.19,8.35,0.39,0.7,3.2,41,44.9,239.3,12.8,16.2,251.3,6.3,0.23
2014,02,2014-02-05,조천3,33.560556,126.666389,구름조금,33,표층,6.4,2,14.27,34.43,8.16,8.44,0.47,1.6,3.2,39.5,44.2,359.2,12.5,26,236.4,11.8,0.21
2014,02,2014-02-05,성산포1,33.48,126.938611,구름조금,23,저층,8.8,1,15.2,34.43,8.21,8.1,0.34,0.8,1.6,37.5,39.9,223,12,16.1,241.8,7.8,0.41
2014,02,2014-02-05,성산포2,33.411389,126.938611,구름조금,40,저층,8.3,1,15.2,34.42,8,8.53,0.26,1.2,1.6,46.9,49.6,259.5,11.1,17,253.9,12.8,0.41
2014,02,2014-02-05,제주1,33.526944,126.532778,구름조금,12,저층,6.5,2,14.21,34.28,8.2,8.57,0.38,4.2,2,66.8,73,223.6,15.2,17.4,369.4,55,0.44
2014,02,2014-02-05,제주2,33.500556,126.427778,구름조금,26,저층,7.5,1,14.35,34.42,8.23,8.27,0.54,2.1,2.5,41.3,45.9,193,12.7,17.1,251.7,92,0.46
2014,02,2014-02-05,제주3,33.533889,126.568333,구름조금,19,저층,6.2,2,14.77,34.42,8.22,8.62,0.45,0.6,2.8,41.1,44.5,239.3,12.2,16.6,250.5,24.5,0.67
2014,02,2014-02-05,조천1,33.5375,126.855556,구름조금,15,저층,8.3,1,14.22,34.44,8.2,8.32,0.5,0.7,2.4,43.4,46.5,241,13.3,17,267.5,44,0.23
2014,02,2014-02-05,조천2,33.573889,126.732778,구름조금,44,저층,5.8,2,13.89,34.44,8.19,8.32,0.26,2.2,2.9,41.8,47,252.1,13.2,16.4,260.9,5.8,0.21
2014,02,2014-02-05,조천3,33.560556,126.666389,구름조금,33,저층,6.4,2,14.28,34.43,8.18,8.62,0.19,1.1,3.3,41.1,45.5,236.1,12.8,14.6,251,25.9,0.23
2013,11,2013-11-13,대정1,33.2025,126.251667,구름많음,21,표층,7,2,20.94,34.15,8.19,7.12,1.02,3.7,2.7,44.9,51.3,136.8,9.4,25.1,170.9,22.6,0.67
2013,11,2013-11-13,대정2,33.22,126.3275,구름많음,14,표층,8,1,21.86,34.12,8.2,6.75,0.56,1.3,1.4,22.7,25.5,100.6,2.9,22.8,93.5,23.9,0.67
2013,11,2013-11-13,대정3,33.237778,126.202778,구름많음,25,표층,8.5,2,20.9,34.18,8.16,6.82,0.73,4,2.7,61.9,68.6,127.8,6.9,25.5,162.1,24.2,1.65
2013,11,2013-11-13,서귀포1,33.2625,126.661111,구름많음,15,표층,6.5,2,20.93,33.67,8.13,7.02,0.78,11,2.2,57.2,70.4,149.5,7.3,25.8,281.8,6.6,1.04
2013,11,2013-11-13,서귀포2,33.229444,126.4125,구름많음,20,표층,9,2,21.72,34.12,8.2,7.11,0.64,3.2,2.1,18,23.3,106.6,4.2,23.7,122,24.8,3.01
2013,11,2013-11-13,서귀포3,33.229444,126.566944,구름많음,43,표층,10,2,21.92,34.04,8.2,6.91,1.06,1.5,1.9,15.3,18.7,95.7,2.7,28.5,96.9,27.5,0.84
2013,11,2013-11-13,성산포1,33.48,126.938611,구름많음,22,표층,6,2,20.87,34.09,8.17,7.53,1.06,1.9,5.5,30.6,38,99.7,6.3,11,152,16.1,0.46
2013,11,2013-11-13,성산포2,33.411389,126.938611,구름많음,40,표층,7,3,20.67,34.03,8.19,7.48,0.72,3.6,4.2,23.1,30.8,82,5.2,11.9,130.6,25,4.19
2013,11,2013-11-13,표선1,33.280833,126.7675,구름많음,22,표층,9,1,21.51,33.98,8.19,7.1,0.86,7.4,2.3,28.3,38.1,126.1,4.9,18.9,163.8,28.9,1.07
2013,11,2013-11-13,표선2,33.325556,126.865556,구름많음,27,표층,7,2,21.33,34.05,8.17,7.04,1.38,1.2,2.6,22.5,26.4,115.9,4.9,23.9,135.8,23.3,1.02
2013,11,2013-11-13,한림1,33.376111,126.185,구름많음,27,표층,4.5,2,19.44,34.05,8.11,7.01,1.13,4.5,4.7,74.1,83.2,162.8,11,24,263.3,29,1.88
2013,11,2013-11-13,한림2,33.463056,126.274444,구름많음,33,표층,5,2,20.04,33.99,8.12,6.99,0.6,3.8,6.1,67,76.8,116.6,10,21.8,248.3,23.6,1.61
2013,11,2013-11-13,한림3,33.294444,126.16,구름많음,24,표층,6.5,2,20.64,34.19,8.15,7.09,0.77,2.3,2.8,47.6,52.7,122.2,7.2,20.8,187,26.2,2.08
2013,11,2013-11-13,대정1,33.2025,126.251667,구름많음,21,저층,7,2,20.96,34.16,8.17,6.62,0.5,10.7,2.6,44,57.3,136.6,7.5,25,169.9,27.5,1.81
2013,11,2013-11-13,대정2,33.22,126.3275,구름많음,14,저층,8,1,21.78,34.12,8.2,6.88,0.94,4.6,1.6,13.3,19.4,109.1,2.7,24.1,94,28.7,1.4
2013,11,2013-11-13,대정3,33.237778,126.202778,구름많음,25,저층,8.5,2,20.89,34.18,8.18,6.49,0.8,3.2,2.6,40.6,46.5,138.6,6.7,24.7,163.1,27.2,1.24
2013,11,2013-11-13,서귀포1,33.2625,126.661111,구름많음,15,저층,6.5,2,21.63,34,8.21,6.93,1.07,4.9,2,20.5,27.4,108.4,3.7,24.6,139.5,24.8,1.48
2013,11,2013-11-13,서귀포2,33.229444,126.4125,구름많음,20,저층,9,2,21.5,34.1,8.21,6.68,0.88,3.9,1.8,11.7,17.5,98,3.5,22.5,107.3,23.2,1.07
2013,11,2013-11-13,서귀포3,33.229444,126.566944,구름많음,43,저층,10,2,21.93,34.06,8.19,6.37,0.69,3.9,2.2,20.8,26.9,109.7,3.4,24.7,111.3,19.5,0.87
2013,11,2013-11-13,성산포1,33.48,126.938611,구름많음,22,저층,6,2,20.65,34.04,8.17,7.27,0.68,3.2,5.3,32.1,40.6,92.5,6.6,10.8,157.2,23.5,1.11
2013,11,2013-11-13,성산포2,33.411389,126.938611,구름많음,40,저층,7,3,20.57,34.01,8.17,7.6,1.04,4.9,5.1,30.5,40.5,86.7,6.5,10.4,145.8,25.6,1.45
2013,11,2013-11-13,표선1,33.280833,126.7675,구름많음,22,저층,9,1,21.51,33.96,8.18,6.5,1.15,7.9,2.2,28.2,38.3,121.2,4.7,18.3,164,26.4,2.76
2013,11,2013-11-13,표선2,33.325556,126.865556,구름많음,27,저층,7,2,20.6,34,8.15,6.97,0.96,0.6,4.2,35.2,40,131,6.6,26.9,173.2,29.6,1.24
